iter	RMSE
917	5.33294262
918	5.330589652
919	5.328326433
920	5.327150006
921	5.325769083
922	5.323861408
923	5.32245691
924	5.320415526
925	5.318612444
926	5.316870584
927	5.314427271
928	5.312487172
929	5.31018869
930	5.307871165
931	5.306259616
932	5.303819917
933	5.300917698
934	5.299006871
935	5.297640931
936	5.294594605
937	5.291827934
938	5.290475279
939	5.287166717
940	5.285229079
941	5.282995864
942	5.281103536
943	5.278550517
944	5.277365503
945	5.274229067
946	5.271989591
947	5.269585653
948	5.267988024
949	5.266844731
950	5.263901485
951	5.26058813
952	5.258895153
953	5.257085537
954	5.255387994
955	5.253182517
956	5.251260975
957	5.249394261
958	5.248030341
959	5.245955318
960	5.243577711
961	5.241843814
962	5.239008862
963	5.236208506
964	5.233588779
965	5.232400498
966	5.230896806
967	5.228043971
968	5.226748458
969	5.224718425
970	5.222469081
971	5.220171349
972	5.218104097
973	5.215933897
974	5.214779498
975	5.212770812
976	5.210949309
977	5.210464593
978	5.208686718
979	5.207046717
980	5.205806548
981	5.202833521
982	5.200943602
983	5.199235429
984	5.198225963
985	5.196933999
986	5.19625528
987	5.194750375
988	5.192787109
989	5.189843471
990	5.187823036
991	5.184784536
992	5.182383199
993	5.17976583
994	5.178660681
995	5.175480372
996	5.172304013
997	5.170299914
998	5.168162312
999	5.165506696
