iter	Logloss
0	0.6732549872
1	0.6593721028
2	0.6422550949
3	0.6250432204
4	0.6099762806
5	0.5981227683
6	0.5881264658
7	0.5750803889
8	0.5656295639
9	0.5556847342
10	0.5473110408
11	0.5405812916
12	0.5347802916
13	0.5277808364
14	0.5227226237
15	0.5148713801
16	0.5087100936
17	0.5034923654
18	0.4980976036
19	0.4942834955
20	0.489181892
21	0.4850510149
22	0.4807752914
23	0.4765452217
24	0.4722103021
25	0.4703387019
26	0.4668290751
27	0.463454084
28	0.4624085664
29	0.459853167
30	0.4568641433
31	0.4543275523
32	0.4530852262
33	0.4514515799
34	0.4500338428
35	0.4486060833
36	0.4466946911
37	0.4446183313
38	0.4435728899
39	0.4425126615
40	0.4413824729
41	0.4398451138
42	0.4378340336
43	0.4367933938
44	0.435788575
45	0.4342230057
46	0.4334109828
47	0.4326362931
48	0.4318918288
49	0.4310680285
50	0.4302172232
51	0.4295153118
52	0.4286039486
53	0.4279928609
54	0.4268773376
55	0.425903996
56	0.4250780403
57	0.4237768144
58	0.4228124793
59	0.4220854482
60	0.4215152365
61	0.4206497162
62	0.4199998879
63	0.418961364
64	0.4182471927
65	0.4176000377
66	0.4170096284
67	0.4164474873
68	0.415942522
69	0.4152394362
70	0.4145601361
71	0.4140462652
72	0.4134783472
73	0.4128853919
74	0.4124324256
75	0.4115912179
76	0.4110644761
77	0.4106802362
78	0.4102123705
79	0.4097402388
80	0.409010478
81	0.4083720395
82	0.4079931524
83	0.4074039779
84	0.4068579996
85	0.4063148877
86	0.405560012
87	0.4050395283
88	0.404637542
89	0.4041274015
90	0.4037507731
91	0.4033642426
92	0.4028642304
93	0.402288129
94	0.4018499257
95	0.4014502913
96	0.4009739312
97	0.4004390298
98	0.3999637855
99	0.399643484
100	0.3993240311
101	0.398949898
102	0.3985805603
103	0.3981528205
104	0.3977637539
105	0.3972151445
106	0.3968517281
107	0.3965298701
108	0.3960233457
109	0.3957012991
110	0.3953866524
111	0.3947790289
112	0.3944269654
113	0.3940388874
114	0.3937147787
115	0.3932643608
116	0.3928242216
117	0.3924241489
118	0.3919875283
119	0.3916920564
120	0.3913832641
121	0.3911228594
122	0.3907163883
123	0.3902849542
124	0.3899348414
125	0.3894505408
126	0.3892049527
127	0.3888801978
128	0.3885576076
129	0.3882954845
130	0.3878203786
131	0.3874993792
132	0.3870990718
133	0.3868939123
134	0.386588363
135	0.386087137
136	0.3855654863
137	0.385280792
138	0.3849104508
139	0.3844982844
140	0.3842090609
141	0.3839035574
142	0.3835406235
143	0.3832627171
144	0.3829473322
145	0.3828967492
146	0.3826471923
147	0.3822964981
148	0.3818975203
149	0.3816254614
150	0.3812978635
151	0.3809041024
152	0.3806410966
153	0.3805211437
154	0.3803590359
155	0.3799656311
156	0.3795576257
157	0.3791471727
158	0.37874231
159	0.3784455073
160	0.3781094299
161	0.3777904824
162	0.3775193621
163	0.3770874162
164	0.3767863804
165	0.3763489212
166	0.3759312914
167	0.3756962677
168	0.375356177
169	0.375127915
170	0.3749413346
171	0.3747182456
172	0.3744166437
173	0.3739832602
174	0.3737319235
175	0.3735208222
176	0.3729557573
177	0.3727478905
178	0.3725363189
179	0.3721316943
180	0.3716494354
181	0.3713802077
182	0.3710619323
183	0.3705341885
184	0.3702084247
185	0.3697668513
186	0.3694985561
187	0.3693289142
188	0.3691442446
189	0.3689360513
190	0.3686446475
191	0.3685259926
192	0.3683094563
193	0.3680157648
194	0.3675464539
195	0.3674120367
196	0.3671420398
197	0.3669794548
198	0.3667039696
199	0.3664968423
200	0.3662540776
201	0.3660055223
202	0.3657903308
203	0.3654026482
204	0.3651197827
205	0.364831254
206	0.3643538545
207	0.3639587286
208	0.3635205212
209	0.363366936
210	0.3630792986
211	0.3627623878
212	0.3625696101
213	0.3622942928
214	0.3618976045
215	0.3617242662
216	0.3615126572
217	0.3611302933
218	0.3608854123
219	0.3606809363
220	0.3602486215
221	0.3601321121
222	0.3598847519
223	0.3595831604
224	0.3592863771
225	0.3589784636
226	0.35879911
227	0.3582597011
228	0.3578161722
229	0.3573620109
230	0.3570203762
231	0.3569955603
232	0.3568920129
233	0.3567160634
234	0.3564102406
235	0.3561212736
236	0.3557278725
237	0.3556762093
238	0.3553573545
239	0.355100188
240	0.354729462
241	0.3544668695
242	0.3542204202
243	0.3540041462
244	0.3537749655
245	0.3533139768
246	0.3530838562
247	0.3530407347
248	0.3527038183
249	0.3525691178
250	0.3523736995
251	0.3522294212
252	0.3520621258
253	0.3518937718
254	0.3516077071
255	0.3512586414
256	0.3509662107
257	0.3508454501
258	0.3503774059
259	0.3501259496
260	0.3497696401
261	0.3495766827
262	0.3491402895
263	0.3491047561
264	0.3488844445
265	0.3485363553
266	0.34833649
267	0.3479841939
268	0.3476416669
269	0.3474072623
270	0.3471623763
271	0.3470964469
272	0.3469648861
273	0.3465936168
274	0.3463514512
275	0.3460904372
276	0.3460001451
277	0.3457442669
278	0.3452403127
279	0.3450680088
280	0.3445431379
281	0.3442202714
282	0.3437617621
283	0.343668809
284	0.3432284312
285	0.3428607968
286	0.3426257337
287	0.3423143015
288	0.3419879544
289	0.3416473549
290	0.341428935
291	0.3413036206
292	0.3409484089
293	0.3406728683
294	0.3404818007
295	0.3403865493
296	0.3402341076
297	0.3401107036
298	0.3398531187
299	0.3396517512
300	0.3394948892
301	0.3394494643
302	0.3392045524
303	0.3389221601
304	0.338621184
305	0.3384008312
306	0.3380644562
307	0.3378017629
308	0.337650396
309	0.3373075957
310	0.3369286979
311	0.3366061859
312	0.336213761
313	0.3360179647
314	0.3357138581
315	0.3356242055
316	0.3353001482
317	0.3348950504
318	0.3347332892
319	0.3346425877
320	0.3343110987
321	0.3340036831
322	0.3336976747
323	0.3334486345
324	0.3331712462
325	0.3328306857
326	0.332453521
327	0.3322671423
328	0.3320771263
329	0.3319598008
330	0.3319187276
331	0.3316542654
332	0.3313242352
333	0.3309877383
334	0.330810256
335	0.3305492053
336	0.3303167537
337	0.3300544289
338	0.3297616358
339	0.3294290116
340	0.3290743118
341	0.3286968285
342	0.3284590662
343	0.328083139
344	0.3275949142
345	0.3275515564
346	0.3272679814
347	0.326913442
348	0.3267405311
349	0.3266480115
350	0.3265785691
351	0.3263280223
352	0.3260929715
353	0.325784835
354	0.3257206876
355	0.3255986364
356	0.3254162676
357	0.3252748901
358	0.3252415086
359	0.3251055219
360	0.3249432589
361	0.3245513359
362	0.3245066006
363	0.3244035215
364	0.3242247404
365	0.3241474685
366	0.3236841022
367	0.3235583825
368	0.3233418563
369	0.3230769872
370	0.3229103807
371	0.322508702
372	0.322409103
