iter	MultiClass
325	0.1480741103
326	0.1478984809
327	0.1477214132
328	0.1474789684
329	0.1473383325
330	0.1469364401
331	0.1466896655
332	0.1464795766
333	0.1463153934
334	0.1461478209
335	0.1459992886
336	0.1458355994
337	0.1456217773
338	0.1454864513
339	0.1453921005
340	0.1450555303
341	0.1448890889
342	0.1446216604
343	0.1445675069
344	0.1440654153
345	0.1438269518
346	0.1434336158
347	0.1432601355
348	0.1431084518
349	0.142917492
350	0.142743482
351	0.1424848273
352	0.1423428283
353	0.1421747826
354	0.1419573904
355	0.1418307635
356	0.1415536062
357	0.141442458
358	0.1412429001
359	0.1411248427
360	0.1410090973
361	0.1408286652
362	0.1407896242
363	0.1406867422
364	0.1405757876
365	0.1403405537
366	0.1401516209
367	0.1400070644
368	0.1398333299
369	0.139662576
370	0.1393606072
371	0.1392692931
372	0.1391090312
373	0.1390817629
374	0.1389956755
375	0.1388670014
376	0.1387570637
377	0.1385763742
378	0.1384820239
379	0.13838347
380	0.1382544775
381	0.1380866802
382	0.1379749537
383	0.1379180944
384	0.1377895483
385	0.1377108989
386	0.1376486921
387	0.1375625104
388	0.1375251815
389	0.1373937228
390	0.1373395264
391	0.1372377819
392	0.1370599553
393	0.1367587193
394	0.1365888801
395	0.1364742478
396	0.1362869507
397	0.1360989528
398	0.1358231535
399	0.1356667887
400	0.1355118157
401	0.1354061296
402	0.1352154685
403	0.1351340839
404	0.1349708378
405	0.1349402763
406	0.134771227
407	0.1346674848
408	0.1346118828
409	0.1344313577
410	0.1342682872
411	0.1341901683
412	0.1341152663
413	0.134017069
414	0.1339137648
415	0.1338519082
416	0.1336721581
417	0.1335569066
418	0.1333760265
419	0.1332767954
420	0.1331013872
421	0.1329700309
422	0.1328467828
423	0.1326852117
424	0.132597395
425	0.1325042898
426	0.1321846221
427	0.1320958212
428	0.1320055971
429	0.1319407045
430	0.1318003699
431	0.131655033
432	0.1315577766
433	0.1314549004
434	0.1313994178
435	0.1312418625
436	0.1311102385
437	0.1309473991
438	0.1307380935
439	0.1306199936
440	0.1304836392
441	0.1303460107
442	0.1302639824
443	0.1302094697
444	0.1300763064
445	0.129972637
446	0.129820084
447	0.1296114468
448	0.129455034
449	0.1292007115
450	0.1291115477
451	0.1289487914
452	0.1289052792
453	0.1287964442
454	0.1287079061
455	0.128617326
456	0.1285339257
457	0.1284767743
458	0.1284682798
459	0.1282993429
460	0.1281968235
461	0.1281532071
462	0.1280659164
463	0.127954783
464	0.1278131999
465	0.1277248448
466	0.1276409094
467	0.1274720201
468	0.1274053693
469	0.127340596
470	0.1272381465
471	0.1271741103
472	0.1270772379
473	0.1269715372
474	0.1266599242
475	0.1265426315
476	0.126391603
477	0.1261762585
478	0.1260302747
479	0.1259972604
480	0.1258376421
481	0.1256511109
482	0.1254859963
483	0.1252929452
484	0.1252050972
485	0.1251208517
486	0.1250495942
487	0.1249328176
488	0.1247939389
489	0.1246409824
490	0.1245381901
491	0.1243903519
492	0.1242279202
493	0.1241293208
494	0.1240762093
495	0.1239254799
496	0.1238708477
497	0.1237257641
498	0.1234927463
499	0.1234238151
500	0.1231524443
501	0.1229893369
502	0.1228904959
503	0.1227807201
504	0.1227103124
505	0.1226174579
506	0.1224810236
507	0.1224193548
508	0.1222991241
509	0.122241714
510	0.1221582391
511	0.1220819051
512	0.1219868737
513	0.1219114318
514	0.1218393355
515	0.1218258427
516	0.1217783358
517	0.1216768018
518	0.1216098134
519	0.1215770181
520	0.121481082
521	0.1213951689
522	0.1213111186
523	0.1212199565
524	0.1211695916
525	0.1210827574
526	0.1209306182
527	0.1207953817
528	0.1207151129
529	0.1206191191
530	0.1203963206
531	0.1201746852
532	0.1199874097
533	0.1198846212
534	0.1198094663
535	0.1197311847
536	0.1196222469
537	0.1195571119
538	0.1194808444
539	0.1193404517
540	0.1192014743
541	0.1190682322
542	0.11895492
543	0.1188612966
544	0.1187668586
545	0.1186888627
546	0.1185573299
547	0.1183434896
548	0.1182473868
549	0.1181713078
550	0.1181468053
551	0.1180842844
552	0.1179933931
553	0.1179040753
554	0.117828313
555	0.1177531071
556	0.117719342
557	0.1176094793
558	0.1175361435
559	0.1174509521
560	0.1173470593
561	0.1172300903
562	0.1171468686
563	0.1170799288
564	0.1170424357
565	0.117008829
566	0.1169835021
567	0.1168945913
568	0.116859435
569	0.1167597325
570	0.1167025875
571	0.1166069381
572	0.1165591787
573	0.1164938054
574	0.1164102498
575	0.116323992
576	0.1162015729
577	0.1161093135
578	0.116037313
579	0.1160070766
580	0.1159538964
581	0.1159022008
582	0.1158407615
583	0.1157933406
584	0.1157479922
585	0.1156650802
586	0.1156052477
587	0.1155035436
588	0.115440677
589	0.1152874461
590	0.1152132712
591	0.1151476583
592	0.1149786375
593	0.1148641592
594	0.1147815973
595	0.1147186013
596	0.1146619415
597	0.1144712684
598	0.1143534197
599	0.1142797994
600	0.1141933673
601	0.1141179601
602	0.1140559757
603	0.1139740832
604	0.1139165155
605	0.1138492586
606	0.1138118147
607	0.113715999
608	0.113665347
609	0.1136237848
610	0.1135693408
611	0.1134325915
612	0.113385463
613	0.1133147925
614	0.1131822222
615	0.1130578671
616	0.1129991704
617	0.1129349542
618	0.1128395405
619	0.1127838463
620	0.1127498401
621	0.1126747836
622	0.1126712678
623	0.1125374095
624	0.1124584736
625	0.1123986748
626	0.112315611
627	0.1122532443
628	0.1121958157
629	0.1121339786
630	0.1120787648
631	0.1120320124
632	0.1120102345
633	0.1118055731
634	0.1116966514
635	0.111634947
636	0.111581275
637	0.1115162867
638	0.1114330793
639	0.1112968695
640	0.1112038646
641	0.1110980694
642	0.1110674799
643	0.1110347944
644	0.1110251816
645	0.1108039119
646	0.110757204
647	0.1107229765
648	0.1106957024
649	0.1106628974
650	0.1105669483
651	0.1104918393
652	0.110399503
653	0.1102912009
654	0.1101925147
655	0.1101359036
656	0.1099171569
657	0.1098516556
658	0.1098019856
659	0.1097365986
660	0.109698332
661	0.1096749809
662	0.1095657377
663	0.1094493047
664	0.1093749871
665	0.1093006301
666	0.1092452209
667	0.109214998
668	0.1091721793
669	0.1090541003
670	0.1089708732
671	0.1088928606
672	0.1088469461
673	0.1088073062
674	0.108730518
675	0.1086494841
676	0.1086105727
677	0.1085563703
678	0.1085115015
679	0.1084309918
680	0.1083104755
681	0.1082828618
682	0.1082377773
683	0.1081447558
684	0.1080938621
685	0.108067301
686	0.1080031774
687	0.1079616853
688	0.1078851673
689	0.107823654
690	0.1078063194
691	0.1077038949
692	0.1076653596
693	0.1076179611
694	0.1075677161
695	0.107542049
696	0.1074310054
697	0.1073978783
698	0.1073303829
699	0.107235611
700	0.1071417129
701	0.1070886876
702	0.1070127052
703	0.1069356297
704	0.1068760436
705	0.1068164295
706	0.1067538992
707	0.1066985684
708	0.1066622101
709	0.1065965926
710	0.1065536407
711	0.1064576882
712	0.1064190752
713	0.1063546813
714	0.106303641
715	0.106245009
716	0.1062406731
717	0.1062142173
718	0.1061322378
719	0.106072487
720	0.1059650094
721	0.105869709
722	0.1057885778
723	0.1057547182
724	0.1057135914
725	0.1056643021
726	0.1056184812
727	0.1055484378
728	0.1054745975
729	0.1054015297
730	0.1053347694
731	0.1052938782
732	0.1052125112
733	0.1051879373
734	0.1051052854
735	0.10500403
736	0.1049720737
737	0.104886987
738	0.1048532345
739	0.1047656113
740	0.1047054259
741	0.1046423215
742	0.1045481624
743	0.1045268059
744	0.1044304325
745	0.1043394228
746	0.1042596137
747	0.1041879757
748	0.1041231478
749	0.1040701017
750	0.1040419177
751	0.1040059505
752	0.1039920926
753	0.1039458149
754	0.1039068569
755	0.1038587827
756	0.1037138862
757	0.1036349989
758	0.1035717872
759	0.1035081806
760	0.1034644148
761	0.1034063415
762	0.1033493657
763	0.1033170527
764	0.1032489684
765	0.1031957941
766	0.1031454983
767	0.1030573477
768	0.1029087394
769	0.1028899258
770	0.1028154835
771	0.1027599585
772	0.102694351
773	0.1026416456
774	0.1024963487
775	0.1023910826
776	0.1023448057
777	0.1022921192
778	0.1022316949
779	0.1021895865
780	0.1021382734
781	0.1020925151
782	0.1020535371
783	0.1019121478
784	0.1018501405
785	0.1018112283
786	0.1017344374
787	0.1016801844
788	0.1015955833
789	0.1015685279
790	0.1014819879
791	0.1013724162
792	0.1013166125
793	0.1012817352
794	0.1012068004
795	0.1011561568
796	0.1011172975
797	0.101082099
798	0.1010322969
799	0.1009392364
800	0.1008969183
801	0.1008480202
802	0.1007682646
803	0.1007481681
804	0.1007460477
805	0.1006719485
806	0.1006042631
807	0.1005598649
808	0.1005322946
809	0.1004356849
810	0.1003853807
811	0.1003469515
812	0.1002966479
813	0.1002632664
814	0.1001640306
815	0.1001238298
816	0.1000983366
817	0.1000676104
818	0.1000513743
819	0.1000196934
820	0.1000003933
821	0.0999487115
822	0.09989435971
823	0.09984194427
824	0.09978928603
825	0.09974758751
826	0.09968619564
827	0.09962527253
828	0.09960667266
829	0.0995583759
830	0.09950378119
831	0.09945257479
832	0.09940348282
833	0.09934696768
834	0.09927997316
835	0.09927011971
836	0.09922919007
837	0.09917768777
838	0.0991451003
839	0.09908355902
840	0.09906952516
841	0.09903446678
842	0.09901807034
843	0.09886904768
844	0.0987488911
845	0.09870222826
846	0.09867874264
847	0.0985985181
848	0.09857421576
849	0.09855250125
850	0.09850438546
851	0.09846073554
852	0.09839159805
853	0.09836348143
854	0.09833654943
855	0.09830373314
856	0.09826453145
857	0.09822530396
858	0.09812761668
859	0.09807602002
860	0.0980403592
861	0.09799176098
862	0.09794493297
863	0.09789903372
864	0.0978757073
865	0.09782957437
866	0.09778961563
867	0.09778645327
868	0.0977418109
869	0.09771645099
870	0.09767102529
871	0.09762445024
872	0.09760151494
873	0.09751303405
874	0.09748588157
875	0.09743645211
876	0.09737473617
877	0.09730791284
878	0.09728155845
879	0.09726955832
880	0.0972423684
881	0.09714209246
882	0.09708508891
883	0.09693507162
884	0.09692595182
885	0.09691319897
886	0.09683948249
887	0.09677701872
888	0.09672545809
889	0.09662430314
890	0.09659552786
891	0.0965686088
892	0.09653557391
893	0.09650779405
894	0.09645868333
895	0.09641877227
896	0.09637984824
897	0.09633973331
898	0.09631570397
899	0.09624809456
900	0.0962260748
901	0.09622187923
902	0.09616886416
903	0.09612769857
904	0.09608900603
905	0.09602799288
906	0.09597179633
907	0.09594057977
908	0.09588613113
909	0.0958301458
910	0.09579421263
911	0.09575100826
912	0.09566586656
913	0.09563752152
914	0.09560124904
915	0.09556176543
916	0.09552838687
917	0.09548428425
918	0.09543338272
919	0.0953773855
920	0.09532069455
921	0.09527354187
922	0.09520644363
923	0.0951664979
924	0.09512480716
925	0.09503787606
926	0.09500503547
927	0.09498272342
928	0.09492882704
929	0.09488137514
930	0.09485870533
931	0.09478312476
932	0.09472169113
933	0.0946482229
934	0.09458756005
935	0.09457095916
936	0.09450028128
937	0.09443361499
938	0.09439449891
939	0.09431972962
940	0.09428990447
941	0.09424400718
942	0.09422784874
943	0.09416853935
944	0.09415948227
945	0.09408555088
946	0.0940452759
947	0.09401332154
948	0.0939916004
949	0.09395215335
950	0.09391904023
951	0.09387921966
952	0.09384128239
953	0.09378507942
954	0.09374786012
955	0.09370987927
956	0.09366614391
957	0.09360321305
958	0.09355701983
959	0.09352451076
960	0.09349655474
961	0.09347064072
962	0.09345284888
963	0.09343273011
964	0.09340381127
965	0.09336285777
966	0.09331775396
967	0.09323856204
968	0.09317146241
969	0.0931616882
970	0.09312333325
971	0.09310234792
972	0.0930678516
973	0.09301460398
974	0.09294227114
975	0.09284915316
976	0.09280066388
977	0.09277371919
978	0.09273747241
979	0.09271029473
980	0.0926663425
981	0.09259985981
982	0.09256764746
983	0.09249546538
984	0.09245833865
985	0.09240556932
986	0.09236264982
987	0.09234910651
988	0.09232435464
989	0.09224579032
990	0.09220352549
991	0.09217008178
992	0.09214328828
993	0.09212105271
994	0.09206364336
995	0.09205245457
996	0.09201447435
997	0.09195647946
998	0.09194064854
999	0.09192123625
