iter	Passed	Remaining
448	9251	11352
449	9270	11331
450	9289	11308
451	9309	11286
452	9328	11263
453	9347	11241
454	9366	11219
455	9384	11195
456	9407	11177
457	9430	11160
458	9450	11139
459	9473	11121
460	9491	11097
461	9509	11074
462	9530	11053
463	9549	11031
464	9568	11008
465	9586	10985
466	9606	10964
467	9628	10945
468	9647	10922
469	9665	10899
470	9684	10876
471	9704	10855
472	9721	10831
473	9741	10809
474	9761	10788
475	9780	10766
476	9798	10743
477	9818	10722
478	9837	10700
479	9854	10675
480	9873	10653
481	9892	10631
482	9911	10609
483	9930	10587
484	9948	10563
485	9967	10541
486	9985	10518
487	10005	10497
488	10026	10477
489	10046	10456
490	10071	10440
491	10093	10422
492	10114	10401
493	10133	10379
494	10152	10357
495	10171	10335
496	10189	10312
497	10209	10291
498	10229	10270
499	10248	10248
500	10268	10227
501	10288	10206
502	10307	10184
503	10326	10162
504	10345	10140
505	10365	10119
506	10383	10096
507	10402	10074
508	10421	10052
509	10441	10031
510	10459	10009
511	10478	9987
512	10497	9965
513	10516	9943
514	10533	9920
515	10551	9896
516	10570	9875
517	10589	9853
518	10607	9830
519	10625	9807
520	10644	9786
521	10663	9764
522	10682	9742
523	10700	9720
524	10719	9698
525	10738	9676
526	10757	9655
527	10776	9633
528	10795	9611
529	10814	9590
530	10835	9570
531	10855	9549
532	10873	9527
533	10892	9505
534	10911	9484
535	10931	9462
536	10950	9441
537	10970	9420
538	10990	9399
539	11009	9378
540	11030	9358
541	11052	9339
542	11071	9318
543	11091	9297
544	11110	9275
545	11130	9255
546	11152	9235
547	11173	9216
548	11195	9197
549	11219	9179
550	11239	9158
551	11260	9139
552	11280	9118
553	11299	9096
554	11317	9074
555	11336	9052
556	11354	9030
557	11373	9009
558	11394	8988
559	11412	8967
560	11431	8945
561	11451	8924
562	11469	8902
563	11488	8881
564	11508	8860
565	11525	8837
566	11543	8815
567	11563	8794
568	11580	8772
569	11599	8750
570	11618	8728
571	11636	8707
572	11656	8686
573	11674	8664
574	11692	8642
575	11712	8621
576	11732	8601
577	11752	8580
578	11771	8559
579	11790	8537
580	11809	8516
581	11828	8495
582	11846	8473
583	11865	8452
584	11883	8430
585	11902	8408
586	11920	8386
587	11939	8365
588	11958	8344
589	11978	8324
590	11997	8302
591	12014	8280
592	12034	8259
593	12054	8239
594	12073	8218
595	12092	8196
596	12110	8174
597	12129	8153
598	12149	8133
599	12168	8112
600	12187	8091
601	12205	8069
602	12224	8048
603	12244	8027
604	12262	8005
605	12281	7984
606	12298	7962
607	12317	7941
608	12336	7920
609	12355	7899
610	12375	7878
611	12394	7858
612	12412	7836
613	12431	7815
614	12451	7795
615	12470	7774
616	12489	7752
617	12508	7731
618	12527	7711
619	12548	7690
620	12567	7670
621	12586	7648
622	12603	7626
623	12621	7605
624	12641	7584
625	12661	7564
626	12680	7543
627	12699	7522
628	12718	7501
629	12736	7480
630	12756	7459
631	12775	7438
632	12793	7417
633	12813	7397
634	12833	7377
635	12854	7356
636	12872	7335
637	12892	7315
638	12911	7294
639	12931	7273
640	12951	7253
641	12969	7232
642	12987	7210
643	13005	7189
644	13022	7167
645	13041	7146
646	13060	7125
647	13078	7104
648	13096	7082
649	13115	7062
650	13134	7041
651	13154	7021
652	13172	6999
653	13192	6979
654	13210	6958
655	13230	6938
656	13252	6918
657	13272	6898
658	13292	6878
659	13310	6857
660	13328	6835
661	13346	6814
662	13366	6794
663	13386	6773
664	13405	6753
665	13423	6732
666	13442	6711
667	13460	6690
668	13479	6669
669	13499	6648
670	13518	6628
671	13536	6607
672	13555	6586
673	13574	6565
674	13592	6544
675	13611	6523
676	13629	6502
677	13647	6481
678	13666	6460
679	13685	6440
680	13705	6420
681	13723	6398
682	13742	6378
683	13762	6358
684	13781	6337
685	13799	6316
686	13817	6295
687	13836	6274
688	13854	6253
689	13873	6233
690	13891	6211
691	13912	6192
692	13930	6171
693	13948	6150
694	13967	6129
695	13986	6109
696	14006	6088
697	14023	6067
698	14042	6047
699	14062	6026
700	14082	6006
701	14101	5986
702	14120	5965
703	14138	5944
704	14157	5924
705	14176	5903
706	14195	5883
707	14215	5862
708	14233	5841
709	14252	5821
710	14270	5800
711	14290	5780
712	14309	5759
713	14327	5739
714	14347	5718
715	14367	5698
716	14384	5677
717	14401	5656
718	14421	5636
719	14440	5615
720	14459	5595
721	14478	5574
722	14497	5554
723	14517	5534
724	14537	5514
725	14561	5495
726	14581	5475
727	14601	5455
728	14621	5435
729	14639	5414
730	14659	5394
731	14678	5374
732	14698	5353
733	14716	5333
734	14735	5312
735	14755	5292
736	14775	5272
737	14793	5251
738	14811	5231
739	14830	5210
740	14850	5190
741	14870	5170
742	14889	5150
743	14907	5129
744	14927	5109
745	14946	5089
746	14965	5068
747	14984	5048
748	15003	5028
749	15022	5007
750	15041	4987
751	15059	4966
752	15078	4945
753	15097	4925
754	15115	4905
755	15135	4884
756	15156	4865
757	15177	4845
758	15196	4825
759	15215	4804
760	15233	4784
761	15253	4764
762	15272	4743
763	15291	4723
764	15310	4703
765	15328	4682
766	15347	4662
767	15367	4642
768	15387	4622
769	15405	4601
770	15425	4581
771	15444	4561
772	15463	4541
773	15484	4521
774	15504	4501
775	15525	4481
776	15544	4461
777	15563	4440
778	15583	4420
779	15602	4400
780	15621	4380
781	15641	4360
782	15660	4340
783	15681	4320
784	15702	4300
785	15721	4280
786	15740	4260
787	15768	4242
788	15791	4223
789	15811	4203
790	15832	4183
791	15854	4163
792	15876	4144
793	15899	4125
794	15927	4107
795	15950	4087
796	15975	4068
797	16001	4050
798	16025	4031
799	16049	4012
800	16072	3992
801	16094	3973
802	16119	3954
803	16138	3934
804	16158	3914
805	16183	3895
806	16205	3875
807	16226	3855
808	16247	3835
809	16270	3816
810	16291	3796
811	16314	3777
812	16337	3757
813	16358	3737
814	16384	3719
815	16406	3699
816	16426	3679
817	16450	3660
818	16470	3639
819	16494	3620
820	16515	3600
821	16536	3580
822	16557	3560
823	16581	3541
824	16601	3521
825	16621	3501
826	16640	3480
827	16657	3460
828	16677	3440
829	16695	3419
830	16714	3399
831	16733	3378
832	16753	3358
833	16773	3338
834	16794	3318
835	16811	3297
836	16830	3277
837	16850	3257
838	16868	3236
839	16888	3216
840	16905	3196
841	16925	3176
842	16944	3155
843	16965	3135
844	16985	3115
845	17003	3095
846	17022	3074
847	17043	3054
848	17061	3034
849	17080	3014
850	17099	2993
851	17117	2973
852	17136	2953
853	17156	2933
854	17174	2912
855	17194	2892
856	17213	2872
857	17232	2851
858	17250	2831
859	17268	2811
860	17285	2790
861	17304	2770
862	17323	2750
863	17341	2729
864	17360	2709
865	17380	2689
866	17399	2669
867	17417	2648
868	17435	2628
869	17455	2608
870	17474	2587
871	17494	2568
872	17512	2547
873	17532	2527
874	17551	2507
875	17571	2487
876	17592	2467
877	17612	2447
878	17631	2427
879	17649	2406
880	17667	2386
881	17687	2366
882	17706	2346
883	17726	2326
884	17743	2305
885	17762	2285
886	17781	2265
887	17800	2245
888	17817	2224
889	17839	2204
890	17857	2184
891	17876	2164
892	17895	2144
893	17915	2124
894	17934	2104
895	17954	2083
896	17973	2063
897	17992	2043
898	18010	2023
899	18028	2003
900	18046	1982
901	18063	1962
902	18081	1942
903	18101	1922
904	18121	1902
905	18141	1882
906	18162	1862
907	18180	1842
908	18199	1821
909	18219	1801
910	18237	1781
911	18256	1761
912	18276	1741
913	18295	1721
914	18313	1701
915	18332	1681
916	18351	1661
917	18371	1641
918	18391	1621
919	18411	1601
920	18432	1581
921	18452	1561
922	18473	1541
923	18493	1521
924	18512	1500
925	18532	1481
926	18551	1460
927	18569	1440
928	18588	1420
929	18609	1400
930	18627	1380
931	18646	1360
932	18666	1340
933	18685	1320
934	18705	1300
935	18723	1280
936	18742	1260
937	18763	1240
938	18783	1220
939	18804	1200
940	18823	1180
941	18841	1160
942	18859	1139
943	18878	1119
944	18896	1099
945	18916	1079
946	18935	1059
947	18954	1039
948	18971	1019
949	18989	999
950	19008	979
951	19030	959
952	19049	939
953	19069	919
954	19089	899
955	19109	879
956	19128	859
957	19148	839
958	19166	819
959	19186	799
960	19206	779
961	19225	759
962	19245	739
963	19263	719
964	19282	699
965	19302	679
966	19322	659
967	19341	639
968	19362	619
969	19380	599
970	19399	579
971	19419	559
972	19438	539
973	19457	519
974	19477	499
975	19496	479
976	19517	459
977	19536	439
978	19554	419
979	19573	399
980	19595	379
981	19614	359
982	19633	339
983	19654	319
984	19672	299
985	19692	279
986	19712	259
987	19732	239
988	19753	219
989	19773	199
990	19795	179
991	19816	159
992	19838	139
993	19859	119
994	19883	99
995	19905	79
996	19930	59
997	19953	39
998	19976	19
999	20002	0
