iter	MultiClass
139	0.2783841045
140	0.2776950929
141	0.2771658087
142	0.276859444
143	0.2761808054
144	0.2758784109
145	0.2753465042
146	0.2751029815
147	0.2743154301
148	0.2740801673
149	0.273412964
150	0.2728979267
151	0.2721920569
152	0.27186703
153	0.2714646843
154	0.2712188216
155	0.270830926
156	0.2701216229
157	0.269933302
158	0.2692896661
159	0.2691503729
160	0.2688801624
161	0.2686222091
162	0.2682767674
163	0.2681705026
164	0.2675631845
165	0.2671973349
166	0.2670373288
167	0.2668148347
168	0.2664834456
169	0.2661774927
170	0.2658691065
171	0.2655827571
172	0.2652917423
173	0.264783689
174	0.2643839977
175	0.2641562144
176	0.2639034235
177	0.2636840825
178	0.2633134916
179	0.2628530177
180	0.2623642604
181	0.2621178528
182	0.2618388608
183	0.2615525584
184	0.2611766037
185	0.2609523895
186	0.2605811691
187	0.2602800836
188	0.2598474438
189	0.2595696661
190	0.2590997717
191	0.2588091212
192	0.2583710769
193	0.2581755577
194	0.2578370672
195	0.2575699677
196	0.2573093825
197	0.2571066156
198	0.2568098051
199	0.2564495822
200	0.2561010209
201	0.2557455372
202	0.2555962049
203	0.2552468404
204	0.2551150092
205	0.2548770443
206	0.2544530433
207	0.2539928701
208	0.2535050712
209	0.2532348929
210	0.2530928275
211	0.2528068981
212	0.2525522232
213	0.2520403515
214	0.2518031089
215	0.2515160182
216	0.2511202784
217	0.2508607794
218	0.250583282
219	0.2503560477
220	0.2499762306
221	0.2497236259
222	0.2492442471
223	0.2490573362
224	0.248865524
225	0.2484163752
226	0.2482237271
227	0.2479723583
228	0.2473938569
229	0.2470194721
230	0.2468108848
231	0.2464753496
232	0.2462183026
233	0.2457891564
234	0.2456448234
235	0.2454015698
236	0.2451877991
237	0.2451159393
238	0.2450422751
239	0.2449601031
240	0.244667713
241	0.2444474002
242	0.2442898798
243	0.243796775
244	0.2435890045
245	0.2433712473
246	0.2430119116
247	0.2428427451
248	0.2425410021
249	0.2423276136
250	0.2420110641
251	0.2417537756
252	0.2415519347
253	0.2413909549
254	0.2410420651
255	0.2408025983
256	0.2406738059
257	0.2405209603
258	0.2402487213
259	0.240101662
260	0.239739773
261	0.2394449051
262	0.2392514167
263	0.2391013224
264	0.2389720849
265	0.2387053496
266	0.2385210229
267	0.2383111462
268	0.2380095631
269	0.2379322767
270	0.2375596595
271	0.2373319089
272	0.2369502222
273	0.2367794839
274	0.2366239922
275	0.2364377968
276	0.2362530689
277	0.2359439291
278	0.2358397632
279	0.2356847571
280	0.2354649708
281	0.2352214315
282	0.2350900942
283	0.2349202907
284	0.2346297987
285	0.2344921026
286	0.2341568234
287	0.2339395426
288	0.2337838816
289	0.2335403418
290	0.2334352457
291	0.2330694889
292	0.2327618252
293	0.2325942867
294	0.2323773538
295	0.2321623377
296	0.2318221162
297	0.231641744
298	0.2314742981
299	0.2313944233
300	0.2310553112
301	0.230921792
302	0.2307879118
303	0.2306050154
304	0.2304098971
305	0.2302272387
306	0.2300692063
307	0.2298969964
308	0.2296505143
309	0.2295094416
310	0.2294528662
311	0.2292561719
312	0.2290195022
313	0.2288178666
314	0.228641053
315	0.2284194145
316	0.2283137808
317	0.2281031722
318	0.2280651461
319	0.2278355084
320	0.2276755119
321	0.2274505146
322	0.2272749638
323	0.2271538933
324	0.2268773946
325	0.2267137092
326	0.226526394
327	0.2263899207
328	0.226306737
329	0.2262413157
330	0.226136899
331	0.226071283
332	0.2259657097
333	0.2258218157
334	0.2254872747
335	0.225284844
336	0.2250880389
337	0.2248560255
338	0.2246330842
339	0.2245304847
340	0.2243576527
341	0.2240710353
342	0.2240331506
343	0.2239134241
344	0.2237198287
345	0.2233684914
346	0.2232476381
347	0.2230591078
348	0.2229189907
349	0.2226012135
350	0.222421669
351	0.2223191977
352	0.222212528
353	0.2220889441
354	0.221802488
355	0.2215844961
356	0.2214476413
357	0.2213526994
358	0.2210990924
359	0.2209341391
360	0.2208030693
361	0.2206774499
362	0.2204938533
363	0.2203100547
364	0.2201958994
365	0.2199435646
366	0.2198324774
367	0.2197007061
368	0.2195061984
369	0.2194459383
370	0.2192595897
371	0.2190785572
372	0.2188094993
373	0.2187059765
374	0.2185132954
375	0.2183705336
376	0.2181432893
377	0.2180199145
378	0.2179611403
379	0.2177170031
380	0.2175252507
381	0.2173852374
382	0.2172326111
383	0.2169343485
384	0.2167627578
385	0.2166672081
386	0.2163683916
387	0.2161869413
388	0.2160931355
389	0.2158595852
390	0.215752563
391	0.2156089506
392	0.2154098021
393	0.2152106676
394	0.215108017
395	0.2148400107
396	0.2146924831
397	0.2145405431
398	0.2141250044
399	0.2139838914
400	0.2138973507
401	0.2137765538
402	0.2135774635
403	0.2134606198
404	0.2134026529
405	0.2131757076
406	0.2129394818
407	0.2126305472
408	0.2124125439
409	0.2122666695
410	0.2121560169
411	0.2120468175
412	0.2119426554
413	0.2116873199
414	0.2114870892
415	0.2114071471
416	0.2113007443
417	0.2112082828
418	0.2110758316
419	0.2108596203
420	0.2106490017
421	0.2105470285
422	0.2104541013
423	0.21033696
424	0.2101467739
425	0.2100430387
426	0.2098037222
427	0.2096693803
428	0.209542989
429	0.2093753674
430	0.2093147285
431	0.2091165689
432	0.2090408243
433	0.2089404263
434	0.2087205059
435	0.2085472847
436	0.2084833868
437	0.2084314208
438	0.2083151266
439	0.208079792
440	0.2078488088
441	0.207709308
442	0.2073163268
443	0.2069805871
444	0.2066312652
445	0.2065274878
446	0.2064746098
447	0.2062113777
448	0.2060648713
449	0.2058319579
450	0.2056256379
451	0.205508338
452	0.2054040396
453	0.2052436271
454	0.205078489
455	0.2049292525
456	0.2047848369
457	0.2046981509
458	0.2046048148
459	0.2045148123
460	0.2044380931
461	0.2043430647
462	0.2042645033
463	0.2041149135
464	0.2040485909
465	0.203887172
466	0.2037739923
467	0.2036602216
468	0.2035057336
469	0.2033346689
470	0.2032434453
471	0.2031727549
472	0.2030774689
473	0.2029290536
474	0.2027644506
475	0.2026657286
476	0.2025764033
477	0.2024605628
478	0.2023624125
479	0.2021265184
480	0.2020783573
481	0.201920078
482	0.2017668033
483	0.2016903178
484	0.2015295113
485	0.2014959816
486	0.2014248228
487	0.2013325156
488	0.2011554725
489	0.2010319712
490	0.2009305978
491	0.2007010314
492	0.2004105346
493	0.200294571
494	0.2000672543
495	0.1999478796
496	0.1996809792
497	0.1995173672
498	0.1993016128
499	0.1991460314
500	0.1990464291
501	0.1989225845
502	0.1988712571
503	0.1987581238
504	0.1986253485
505	0.1985069946
506	0.1983798713
507	0.1981959618
508	0.1979875024
509	0.1978400271
510	0.1975669818
511	0.1973844368
512	0.1972382603
513	0.1971695793
514	0.1971156109
515	0.1970041569
516	0.1969192562
517	0.1966493798
518	0.1964441971
519	0.1961919206
520	0.1961467727
521	0.1960490233
522	0.1959174434
523	0.195840477
524	0.1957367271
525	0.1954577091
526	0.1952853083
527	0.1951439885
528	0.1950595267
529	0.1948321119
530	0.1947637371
531	0.1946449979
532	0.194579466
533	0.1944086905
534	0.1941584541
535	0.1939998561
536	0.1939322376
537	0.1937583757
538	0.1936408915
539	0.1934519322
540	0.1933472691
541	0.1932533379
542	0.1932062579
543	0.1931167505
544	0.1928931354
545	0.1927014494
546	0.1926495779
547	0.1925438015
548	0.1924889841
549	0.1923489273
550	0.1921545562
551	0.192042335
552	0.1919105893
553	0.1917581717
554	0.1916923201
555	0.1916369772
556	0.191489459
557	0.1914018202
558	0.1912896301
559	0.1911661628
560	0.1910702176
561	0.1909468437
562	0.1908236894
563	0.1907547934
564	0.1905881003
565	0.1905390361
566	0.1904768778
567	0.1903251094
568	0.1901408061
569	0.1900990576
570	0.1899483619
571	0.1898034341
572	0.1896978493
573	0.1896271523
574	0.1895462406
575	0.1894461863
576	0.1893546059
577	0.1892632826
578	0.1891925088
579	0.1890882804
580	0.1890488554
581	0.1889770036
582	0.1888675316
583	0.1887637435
584	0.1886715689
585	0.1885930602
586	0.1884995888
587	0.1883205489
588	0.1882308526
589	0.1881237495
590	0.1879555759
591	0.1879142306
592	0.1876793154
593	0.1875184715
594	0.1873202523
595	0.187181972
596	0.187076684
597	0.1869377231
598	0.1868290503
599	0.1866466161
